,modelo,km,potencia,fecha_registro,tipo_gasolina,color,tipo_coche,volante_regulable,aire_acondicionado,camara_trasera,asientos_traseros_plegables,elevalunas_electrico,bluetooth,gps,alerta_lim_velocidad,precio,fecha_venta
826,318,177825.0,100.0,2013-10-01,diesel,silver,estate,True,True,False,False,False,False,True,True,9900.0,2018-04-01
827,530,109270.0,190.0,2013-12-01,diesel,black,estate,True,False,False,False,True,True,True,True,20700.0,2018-04-01
828,318,120833.0,100.0,2012-01-01,diesel,black,estate,False,False,True,False,False,False,True,False,8100.0,2018-04-01
829,316,148637.0,85.0,2013-02-01,diesel,brown,estate,False,True,False,False,False,False,True,False,10200.0,2018-04-01
830,520,246501.0,120.0,2010-04-01,diesel,grey,estate,False,True,False,False,False,False,True,False,5500.0,2018-04-01
831,520,174042.0,135.0,2014-05-01,diesel,black,estate,False,True,False,False,True,False,True,True,18400.0,2018-04-01
832,318,109416.0,105.0,2014-11-01,diesel,black,estate,False,True,False,False,False,False,True,True,14300.0,2018-04-01
833,520,261161.0,120.0,2008-07-01,diesel,black,estate,True,True,True,False,True,False,True,True,5000.0,2018-04-01
834,318,148429.0,100.0,2013-06-01,diesel,sin_color,estate,False,True,False,False,False,True,True,False,10500.0,2018-04-01
835,320,174604.0,122.0,2013-04-01,diesel,black,estate,False,True,False,False,False,False,True,True,12600.0,2018-04-01
836,525,102732.0,160.0,2014-09-01,diesel,grey,estate,False,True,False,False,True,False,True,True,20300.0,2018-04-01
837,318,115521.0,100.0,2013-02-01,diesel,black,estate,False,True,False,False,False,False,True,False,10800.0,2018-04-01
838,318,164550.0,100.0,2011-08-01,diesel,black,estate,False,False,False,False,False,False,True,False,4900.0,2018-04-01
839,316,144165.0,85.0,2013-11-01,diesel,grey,estate,False,True,False,False,False,False,True,True,11800.0,2018-04-01
840,520,273538.0,100.0,2001-01-01,diesel,silver,estate,True,False,False,False,False,False,True,False,1300.0,2018-04-01
841,320,148188.0,135.0,2013-02-01,diesel,black,estate,False,True,False,False,True,True,True,True,14000.0,2018-04-01
842,520,157807.0,120.0,2012-09-01,diesel,blue,estate,True,True,False,False,False,False,True,False,13600.0,2018-04-01
843,530,191233.0,190.0,2013-10-01,diesel,grey,estate,True,True,False,False,True,False,True,True,16700.0,2018-04-01
844,320,164973.0,135.0,2013-01-01,diesel,blue,estate,False,False,False,False,False,False,True,False,800.0,2018-04-01
845,520,84454.0,120.0,2014-08-01,diesel,brown,estate,True,True,False,False,True,False,True,True,21200.0,2018-04-01
846,320,183569.0,135.0,2014-05-01,diesel,brown,estate,False,True,False,False,False,False,True,False,10700.0,2018-04-01
847,320,110239.0,135.0,2013-07-01,diesel,white,estate,False,True,False,True,True,True,True,False,15400.0,2018-04-01
848,320,158735.0,135.0,2014-11-01,diesel,silver,estate,False,True,False,False,False,False,True,True,14000.0,2018-04-01
849,320,100669.0,120.0,2013-09-01,diesel,black,estate,True,False,False,False,True,False,True,False,12500.0,2018-08-01
850,316,80381.0,85.0,2012-06-01,diesel,grey,estate,False,True,False,False,False,False,True,False,7700.0,2018-04-01
851,318,88562.0,100.0,2012-04-01,diesel,black,estate,False,False,False,False,False,False,True,False,9400.0,2018-04-01
852,520,105886.0,135.0,2013-01-01,diesel,white,estate,False,True,False,False,True,False,True,False,16700.0,2018-07-01
853,520,123492.0,120.0,2012-12-01,diesel,black,estate,True,True,False,False,False,False,True,False,14400.0,2018-04-01
854,320,38620.0,135.0,2014-07-01,diesel,grey,estate,False,True,False,True,False,False,True,True,19600.0,2018-09-01
855,318,139736.0,100.0,2009-02-01,diesel,sin_color,estate,False,False,False,False,False,False,True,False,5800.0,2018-04-01
856,320,110286.0,120.0,2013-05-01,diesel,blue,estate,False,False,True,False,False,False,False,False,6000.0,2018-04-01
857,316,157485.0,85.0,2013-02-01,diesel,brown,estate,False,True,False,False,False,False,True,False,8400.0,2018-04-01
858,520,145050.0,120.0,2011-04-01,diesel,black,estate,True,True,False,False,True,True,True,True,15800.0,2018-04-01
859,320,175035.0,135.0,2013-12-01,diesel,black,estate,True,True,False,False,True,False,True,False,8200.0,2018-04-01
860,525,137237.0,160.0,2013-12-01,diesel,brown,estate,True,True,False,False,True,True,True,True,18600.0,2018-04-01
861,525,197468.0,120.0,2001-05-01,diesel,blue,estate,True,False,False,False,False,False,True,False,1900.0,2018-04-01
862,520,225684.0,110.0,2006-06-01,diesel,silver,estate,True,True,False,False,False,False,True,False,5800.0,2018-04-01
863,318,150658.0,105.0,2014-03-01,diesel,grey,estate,False,True,False,False,True,False,True,True,13300.0,2018-04-01
864,318,157661.0,100.0,2013-06-01,diesel,sin_color,estate,False,True,False,False,False,False,True,False,7700.0,2018-04-01
865,316,127445.0,85.0,2013-08-01,diesel,grey,estate,True,True,False,False,True,True,True,False,11100.0,2018-04-01
866,520,52378.0,120.0,2015-05-01,diesel,black,estate,True,True,False,False,True,False,True,True,22400.0,2018-04-01
867,518,88459.0,100.0,2013-11-01,diesel,black,estate,True,True,False,False,False,False,True,False,15100.0,2018-04-01
868,316,162756.0,85.0,2014-02-01,diesel,grey,estate,True,True,False,False,False,False,True,True,11300.0,2018-04-01
869,318,216472.0,105.0,2012-05-01,diesel,black,estate,True,True,False,False,True,True,True,False,8800.0,2018-04-01
870,318,178160.0,100.0,2013-04-01,diesel,grey,estate,True,True,True,False,True,True,True,True,12300.0,2018-04-01
871,318,237294.0,100.0,2009-01-01,diesel,grey,estate,True,True,False,False,False,False,True,False,6700.0,2018-04-01
872,520,140380.0,135.0,2013-09-01,diesel,black,estate,False,True,False,True,True,False,True,True,19600.0,2018-04-01
873,525,130343.0,160.0,2014-04-01,diesel,silver,estate,False,True,False,False,False,False,True,True,16100.0,2018-04-01
874,525,261166.0,150.0,2010-10-01,diesel,black,estate,True,True,True,False,True,True,True,True,14000.0,2018-04-01
875,520,171516.0,135.0,2012-04-01,diesel,black,estate,False,True,False,False,True,False,True,True,15200.0,2018-04-01
876,320,78520.0,135.0,2013-01-01,diesel,silver,estate,False,False,False,False,False,False,False,False,17100.0,2018-04-01
877,320,221832.0,120.0,2013-10-01,diesel,grey,estate,True,True,False,False,True,False,True,True,11400.0,2018-04-01
878,525,98377.0,160.0,2013-02-01,diesel,black,estate,True,True,False,True,True,False,True,True,23200.0,2018-04-01
879,318,134156.0,105.0,2014-06-01,diesel,grey,estate,False,True,False,False,False,False,False,True,100.0,2018-04-01
880,520,109653.0,135.0,2013-05-01,diesel,grey,estate,True,True,True,False,True,True,True,True,21200.0,2018-06-01
881,520,114112.0,135.0,2014-02-01,diesel,black,estate,False,True,False,False,True,False,True,True,17300.0,2018-04-01
882,318,223953.0,90.0,2007-02-01,diesel,grey,estate,True,False,False,False,False,False,True,False,4200.0,2018-04-01
883,530,241412.0,190.0,2012-08-01,diesel,blue,estate,True,True,False,True,True,False,True,True,12000.0,2018-04-01
884,320,145981.0,122.0,2013-07-01,diesel,sin_color,estate,True,True,False,False,True,True,True,False,15800.0,2018-04-01
885,520,176695.0,135.0,2012-09-01,diesel,grey,estate,True,True,True,False,True,True,True,True,15600.0,2018-04-01
886,320,147073.0,122.0,2013-12-01,diesel,black,estate,True,True,False,False,True,False,True,True,14900.0,2018-04-01
887,320,136931.0,135.0,2013-06-01,diesel,grey,estate,True,True,False,True,True,False,True,True,15200.0,2018-04-01
888,320,207811.0,122.0,2013-08-01,diesel,black,estate,False,True,False,False,True,False,True,False,6700.0,2018-04-01
889,525,151272.0,160.0,2012-06-01,diesel,black,estate,True,True,False,False,True,False,True,True,19000.0,2018-04-01
890,330,180401.0,190.0,2013-10-01,diesel,white,estate,False,True,True,False,True,True,True,True,14300.0,2018-04-01
891,335,120723.0,230.0,2014-09-01,diesel,brown,estate,True,True,True,True,True,True,True,True,26800.0,2018-04-01
892,525,260969.0,150.0,2010-10-01,diesel,black,estate,True,True,True,False,True,True,True,True,13800.0,2018-04-01
893,518,157790.0,100.0,2014-07-01,diesel,silver,estate,True,True,False,False,True,False,True,False,12700.0,2018-04-01
894,525,169163.0,160.0,2012-10-01,diesel,silver,estate,False,True,True,False,True,False,True,True,16900.0,2018-04-01
895,520,127896.0,135.0,2014-03-01,diesel,black,estate,False,True,True,False,True,False,True,True,19800.0,2018-04-01
896,535,110978.0,230.0,2014-11-01,diesel,black,estate,True,True,True,True,True,False,True,True,29600.0,2018-04-01
897,520,124484.0,135.0,2014-04-01,diesel,white,estate,False,True,False,True,True,False,True,True,18000.0,2018-04-01
898,520,184724.0,120.0,2014-02-01,diesel,grey,estate,True,True,True,False,True,False,True,True,17400.0,2018-04-01
899,320,191216.0,135.0,2013-01-01,diesel,silver,estate,False,True,False,False,False,True,True,False,11300.0,2018-04-01
900,318,148986.0,100.0,2014-01-01,diesel,black,estate,True,True,False,False,False,False,True,False,12300.0,2018-04-01
901,520,161618.0,120.0,2013-01-01,diesel,black,estate,True,True,False,False,False,False,True,False,13300.0,2018-04-01
902,535,124409.0,230.0,2013-09-01,diesel,silver,estate,False,True,True,True,False,True,True,True,25300.0,2018-04-01
903,520,152917.0,100.0,2014-05-01,diesel,grey,estate,True,True,False,False,True,True,True,False,8600.0,2018-04-01
904,320,126425.0,120.0,2013-07-01,diesel,sin_color,estate,False,True,False,False,False,False,True,False,13000.0,2018-04-01
905,525,289547.0,145.0,2008-03-01,diesel,blue,estate,True,True,True,False,False,True,True,True,8100.0,2018-04-01
906,520,178789.0,137.0,2013-01-01,diesel,black,estate,True,True,False,False,True,False,True,True,12300.0,2018-04-01
907,535,103658.0,230.0,2013-12-01,diesel,grey,estate,True,True,True,True,True,False,True,True,30100.0,2018-04-01
908,520,194522.0,120.0,2012-10-01,diesel,grey,estate,True,True,False,False,False,False,True,False,12100.0,2018-04-01
909,320,196992.0,110.0,2007-07-01,diesel,silver,estate,True,True,True,False,False,False,True,True,5400.0,2018-04-01
910,318,173233.0,105.0,2014-05-01,diesel,grey,estate,False,True,False,False,True,False,True,False,11800.0,2018-04-01
911,320,182351.0,135.0,2014-05-01,diesel,brown,estate,False,True,False,False,False,False,True,False,9600.0,2018-04-01
912,318,164454.0,100.0,2013-07-01,diesel,black,estate,True,True,False,False,False,True,True,True,10700.0,2018-04-01
913,520,137042.0,120.0,2011-04-01,diesel,grey,estate,True,True,False,False,False,False,True,False,12900.0,2018-04-01
914,320,99171.0,135.0,2013-07-01,diesel,grey,estate,False,True,True,True,False,False,True,True,15500.0,2018-04-01
915,330,171792.0,190.0,2012-11-01,diesel,silver,estate,False,True,True,False,True,True,True,True,19200.0,2018-04-01
916,316,43100.0,85.0,2014-07-01,diesel,black,estate,False,True,False,False,False,False,True,False,15000.0,2018-04-01
917,530,175235.0,190.0,2014-04-01,diesel,white,estate,True,True,False,False,True,True,True,True,25100.0,2018-04-01
918,320,140991.0,135.0,2014-09-01,diesel,black,estate,False,True,False,True,False,False,True,False,14000.0,2018-04-01
919,530,95860.0,190.0,2014-02-01,diesel,brown,estate,True,True,True,True,True,False,True,True,27700.0,2018-04-01
920,520,158574.0,120.0,2012-07-01,diesel,black,estate,True,True,False,False,False,False,True,False,12700.0,2018-04-01
921,525,111098.0,160.0,2013-10-01,diesel,blue,estate,False,True,False,False,False,False,True,True,17700.0,2018-04-01
922,318,144547.0,105.0,2015-03-01,diesel,black,estate,True,True,False,False,True,True,True,True,15700.0,2018-04-01
923,320,120632.0,135.0,2013-08-01,diesel,grey,estate,False,False,False,False,False,False,True,True,12600.0,2018-04-01
924,320,110887.0,120.0,2014-04-01,diesel,grey,estate,False,True,True,False,True,True,True,True,17300.0,2018-04-01
925,320,163108.0,135.0,2013-06-01,diesel,grey,estate,False,False,False,False,True,False,True,False,11300.0,2018-04-01
926,318,166667.0,100.0,2013-01-01,diesel,brown,estate,True,True,False,False,False,False,True,True,10800.0,2018-04-01
927,520,163299.0,140.0,2014-09-01,diesel,white,estate,True,True,False,False,True,True,True,False,18100.0,2018-04-01
928,316,165418.0,85.0,2013-09-01,diesel,blue,estate,False,False,False,False,True,True,True,True,11300.0,2018-04-01
929,530,143062.0,190.0,2014-06-01,diesel,blue,estate,True,True,False,False,False,False,True,True,16500.0,2018-04-01
930,320,107697.0,120.0,2013-01-01,diesel,blue,estate,True,True,False,False,False,False,True,False,14400.0,2018-04-01
931,520,362024.0,110.0,2006-07-01,diesel,black,estate,False,True,False,False,False,False,True,False,5000.0,2018-04-01
932,318,223140.0,100.0,2014-02-01,diesel,black,estate,False,True,False,False,True,False,True,False,9300.0,2018-04-01
933,320,170500.0,135.0,2012-12-01,diesel,black,estate,True,True,False,False,False,False,True,False,10100.0,2018-04-01
934,318,179647.0,100.0,2013-11-01,diesel,black,estate,True,True,False,False,True,True,True,True,12700.0,2018-04-01
935,320,179338.0,120.0,2013-06-01,diesel,black,estate,False,True,False,False,False,False,True,True,12000.0,2018-04-01
936,520,91973.0,120.0,2013-11-01,diesel,blue,estate,True,True,True,False,True,False,True,False,15000.0,2018-04-01
937,520,148770.0,120.0,2014-02-01,diesel,blue,estate,True,True,False,False,True,False,True,True,16700.0,2018-04-01
938,520,71483.0,135.0,2013-11-01,diesel,black,estate,False,True,False,False,False,False,True,False,20800.0,2018-04-01
939,520,153102.0,140.0,2015-04-01,diesel,sin_color,estate,True,True,True,False,True,False,True,False,19800.0,2018-04-01
940,330,155620.0,190.0,2013-09-01,diesel,white,estate,True,True,False,False,True,True,True,True,19500.0,2018-04-01
941,318,125677.0,100.0,2013-03-01,diesel,blue,estate,True,True,False,False,False,False,True,False,10900.0,2018-04-01
942,520,144930.0,120.0,2011-03-01,diesel,beige,estate,True,True,False,False,True,False,True,False,12700.0,2018-07-01
943,320,142622.0,135.0,2013-05-01,diesel,black,estate,True,True,False,False,True,True,True,False,14000.0,2018-04-01
944,520,171008.0,120.0,2009-08-01,diesel,black,estate,False,True,False,False,False,False,True,False,6800.0,2018-04-01
945,320,160805.0,135.0,2014-05-01,diesel,white,estate,False,True,False,False,True,True,True,True,12300.0,2018-04-01
946,316,139390.0,85.0,2013-10-01,diesel,black,estate,False,True,False,False,False,True,True,False,10200.0,2018-04-01
947,530,314985.0,173.0,2008-09-01,diesel,blue,estate,True,True,True,False,True,False,True,True,7600.0,2018-04-01
948,316,220183.0,85.0,2013-01-01,diesel,grey,estate,False,True,False,False,False,False,True,False,8900.0,2018-04-01
949,520,174658.0,135.0,2013-11-01,diesel,blue,estate,True,True,False,True,True,False,True,True,19000.0,2018-04-01
950,520,190092.0,135.0,2013-12-01,diesel,white,estate,False,True,True,False,True,True,True,True,17800.0,2018-04-01
951,318,160571.0,100.0,2014-04-01,diesel,black,estate,False,True,False,False,False,False,True,False,10900.0,2018-04-01
952,320,85070.0,135.0,2013-08-01,diesel,white,estate,False,False,False,False,False,False,False,False,16500.0,2018-04-01
953,318,167600.0,100.0,2012-02-01,diesel,silver,estate,False,False,False,False,False,False,True,False,7800.0,2018-04-01
954,M550,184733.0,280.0,2012-09-01,diesel,silver,estate,True,True,False,True,True,True,True,True,24800.0,2018-04-01
955,520,289174.0,120.0,2007-06-01,diesel,grey,estate,True,False,False,False,False,False,True,False,6800.0,2018-04-01
956,318,147992.0,105.0,2012-04-01,diesel,white,estate,False,False,False,False,False,False,False,False,8400.0,2018-04-01
957,320,151501.0,120.0,2014-05-01,diesel,black,estate,False,True,False,False,True,False,True,True,14200.0,2018-04-01
958,520,300178.0,120.0,2009-03-01,diesel,white,estate,True,True,False,False,True,False,True,True,7300.0,2018-04-01
959,320,166496.0,135.0,2014-06-01,diesel,black,estate,False,True,False,False,True,False,True,True,14000.0,2018-04-01
960,320,46701.0,135.0,2014-05-01,diesel,white,estate,False,True,False,False,False,False,True,True,19600.0,2018-04-01
961,525,115902.0,160.0,2012-07-01,diesel,grey,estate,False,True,False,False,True,False,True,False,15800.0,2018-04-01
962,525,136581.0,160.0,2013-06-01,diesel,black,estate,True,True,False,False,True,True,True,True,16500.0,2018-04-01
963,316,80589.0,85.0,2013-09-01,diesel,white,estate,False,False,False,False,False,False,True,False,13200.0,2018-04-01
964,318,179537.0,105.0,2013-02-01,diesel,black,estate,True,True,True,False,True,True,True,False,11800.0,2018-04-01
965,520,143633.0,135.0,2013-05-01,diesel,white,estate,True,True,False,False,True,False,True,True,14900.0,2018-04-01
966,530,241112.0,190.0,2012-08-01,diesel,blue,estate,True,True,False,True,True,False,True,True,11100.0,2018-04-01
967,M550,184507.0,280.0,2012-09-01,diesel,silver,estate,True,True,False,True,True,True,True,True,26900.0,2018-04-01
968,520,174319.0,120.0,2013-04-01,diesel,grey,estate,True,True,False,False,False,False,True,True,13400.0,2018-04-01
969,320,103034.0,135.0,2012-10-01,diesel,brown,estate,False,True,False,False,False,False,True,False,14500.0,2018-04-01
970,M550,184955.0,280.0,2012-09-01,diesel,silver,estate,True,True,False,True,True,True,True,True,23800.0,2018-04-01
971,320,156741.0,135.0,2014-06-01,diesel,black,estate,False,True,False,False,True,False,True,True,13900.0,2018-04-01
972,525,130588.0,160.0,2015-05-01,diesel,black,estate,False,True,False,False,False,False,False,True,14300.0,2018-04-01
973,318,161449.0,105.0,2013-08-01,diesel,red,estate,False,True,False,False,False,False,True,False,8900.0,2018-04-01
974,320,108993.0,120.0,2013-06-01,diesel,grey,estate,False,True,False,False,True,True,True,False,14300.0,2018-04-01
975,M550,145348.0,280.0,2014-07-01,diesel,blue,estate,False,True,False,True,True,True,True,True,37100.0,2018-04-01
976,320,135980.0,120.0,2014-09-01,diesel,grey,estate,True,True,False,False,True,True,True,False,15000.0,2018-04-01
977,330,135564.0,190.0,2014-06-01,diesel,white,estate,True,True,True,False,False,False,True,True,17400.0,2018-04-01
978,525,166872.0,160.0,2012-11-01,diesel,grey,estate,True,True,False,False,True,False,True,True,13700.0,2018-04-01
979,320,200160.0,120.0,2011-06-01,diesel,blue,estate,False,True,False,False,False,False,True,False,8200.0,2018-04-01
980,520,142887.0,120.0,2012-10-01,diesel,blue,estate,True,True,False,False,False,False,True,True,14500.0,2018-04-01
981,320,143806.0,135.0,2014-06-01,diesel,black,estate,False,True,False,False,True,False,True,True,15200.0,2018-04-01
982,525,115097.0,160.0,2013-11-01,diesel,black,estate,True,True,False,False,True,False,True,True,14300.0,2018-04-01
983,320,240562.0,130.0,2008-07-01,diesel,black,estate,True,True,True,False,True,True,True,False,7000.0,2018-04-01
984,316,81817.0,85.0,2014-04-01,diesel,grey,estate,False,False,False,False,False,False,True,False,16700.0,2018-04-01
985,520,118282.0,120.0,2014-04-01,diesel,grey,estate,True,True,False,False,True,False,True,True,15700.0,2018-04-01
986,320,150702.0,120.0,2014-08-01,diesel,grey,estate,False,True,False,False,True,False,True,True,13200.0,2018-04-01
987,318,146697.0,100.0,2013-02-01,diesel,blue,estate,False,True,True,False,True,False,True,True,11800.0,2018-04-01
988,318,108380.0,100.0,2013-08-01,diesel,brown,estate,False,True,False,False,False,False,True,True,11100.0,2018-04-01
989,535,197818.0,230.0,2012-01-01,diesel,black,estate,True,True,True,False,True,False,True,True,18100.0,2018-04-01
990,520,207226.0,120.0,2012-04-01,diesel,black,estate,True,True,False,False,False,True,True,False,10800.0,2018-04-01
991,530,121671.0,190.0,2013-09-01,diesel,black,estate,True,True,False,True,True,False,True,False,22900.0,2018-04-01
992,320,157337.0,120.0,2015-03-01,diesel,brown,estate,True,True,False,False,False,False,True,True,7100.0,2018-04-01
993,520,167001.0,135.0,2011-10-01,diesel,grey,estate,True,True,False,False,True,False,True,True,15000.0,2018-04-01
994,520,92554.0,135.0,2014-03-01,diesel,black,estate,True,True,False,True,True,False,True,True,26100.0,2018-04-01
995,525,232281.0,150.0,2010-11-01,diesel,grey,estate,True,True,True,False,True,False,True,True,14500.0,2018-04-01
996,520,162222.0,120.0,2014-03-01,diesel,black,estate,True,True,False,False,True,False,True,False,13800.0,2018-04-01
997,525,213453.0,160.0,2013-01-01,diesel,black,estate,True,True,True,False,True,False,True,False,13700.0,2018-04-01
998,518,194062.0,100.0,2014-04-01,diesel,grey,estate,False,True,False,False,True,False,True,False,12100.0,2018-04-01
999,520,184936.0,120.0,2012-06-01,diesel,brown,estate,True,True,True,False,False,False,True,True,14500.0,2018-08-01
1000,518,132979.0,112.0,2014-11-01,diesel,brown,estate,True,True,False,False,True,True,True,True,13600.0,2018-04-01
1001,318,141068.0,105.0,2013-09-01,diesel,black,estate,False,True,False,False,False,False,True,True,12600.0,2018-04-01
1002,530,188713.0,190.0,2015-01-01,diesel,black,estate,True,False,False,False,True,True,True,True,19800.0,2018-04-01
1003,525,398043.0,130.0,2005-03-01,diesel,grey,estate,False,False,False,False,False,False,True,False,3500.0,2018-04-01
1004,525,117468.0,160.0,2012-07-01,diesel,black,estate,True,True,True,False,True,False,True,True,18900.0,2018-04-01
1005,320,134690.0,135.0,2014-07-01,diesel,grey,estate,True,True,False,True,True,True,True,False,14000.0,2018-04-01
1006,520,165356.0,135.0,2013-06-01,diesel,grey,estate,False,True,False,False,True,False,True,False,13200.0,2018-04-01
1007,520,173590.0,120.0,2014-02-01,diesel,black,estate,True,True,False,False,True,False,True,True,14600.0,2018-04-01
1008,318,193864.0,105.0,2013-11-01,diesel,black,estate,False,False,False,False,False,False,True,False,9200.0,2018-04-01
1009,316,223680.0,85.0,2012-05-01,diesel,black,estate,False,True,False,False,False,False,True,False,7400.0,2018-04-01
1010,530,157626.0,189.0,2012-06-01,diesel,grey,estate,True,True,False,False,True,False,True,True,9500.0,2018-04-01
1011,320,178272.0,135.0,2015-05-01,diesel,white,estate,False,True,False,True,True,False,True,True,14900.0,2018-04-01
1012,320,175266.0,135.0,2014-05-01,diesel,black,estate,True,True,False,False,True,True,True,True,13600.0,2018-05-01
1013,320,151586.0,135.0,2012-11-01,diesel,black,estate,False,True,False,False,False,False,True,True,11100.0,2018-05-01
1014,520,109195.0,120.0,2013-02-01,diesel,grey,estate,True,True,True,False,True,False,True,True,17600.0,2018-05-01
1015,520,148908.0,120.0,2012-10-01,diesel,brown,estate,True,True,False,False,False,False,True,True,15400.0,2018-05-01
1016,520,96395.0,135.0,2012-04-01,diesel,blue,estate,True,True,False,False,False,False,True,True,17600.0,2018-05-01
1017,520,149502.0,120.0,2010-03-01,diesel,black,estate,True,True,False,False,False,False,True,False,9900.0,2018-05-01
1018,320,171043.0,135.0,2014-04-01,diesel,grey,estate,False,True,False,True,False,True,True,True,13400.0,2018-05-01
1019,320,110891.0,125.0,2009-12-01,petrol,black,estate,True,True,True,False,True,False,True,False,9900.0,2018-05-01
1020,320,95208.0,135.0,2013-10-01,diesel,grey,estate,False,True,False,False,False,False,False,True,6000.0,2018-05-01
1021,318,126978.0,100.0,2013-03-01,diesel,grey,estate,True,True,True,False,False,False,True,True,11200.0,2018-05-01
1022,518,148943.0,100.0,2013-11-01,diesel,brown,estate,True,True,True,False,True,False,True,True,17300.0,2018-05-01
1023,318,137075.0,100.0,2013-01-01,diesel,grey,estate,True,False,True,False,False,False,True,False,11800.0,2018-05-01
1024,320,187314.0,122.0,2013-12-01,diesel,grey,estate,True,True,False,False,True,False,True,True,12500.0,2018-05-01
1025,518,191742.0,105.0,2014-05-01,diesel,brown,estate,True,True,False,False,True,False,True,True,16700.0,2018-05-01
1026,318,162142.0,100.0,2013-01-01,diesel,silver,estate,True,True,False,False,False,False,True,False,9800.0,2018-05-01
1027,520,34643.0,120.0,2015-05-01,diesel,black,estate,True,True,False,False,True,False,True,True,22800.0,2018-05-01
1028,318,195543.0,105.0,2014-07-01,diesel,white,estate,False,False,False,False,False,False,True,True,9500.0,2018-05-01
1029,520,104176.0,135.0,2012-05-01,diesel,black,estate,True,True,True,False,True,False,True,True,18100.0,2018-05-01
1030,525,230365.0,145.0,2010-04-01,diesel,black,estate,True,True,True,False,True,True,True,True,7300.0,2018-05-01
1031,320,129339.0,135.0,2012-11-01,diesel,blue,estate,False,True,False,False,False,True,True,True,12600.0,2018-05-01
1032,320,164468.0,120.0,2013-05-01,diesel,grey,estate,True,True,False,False,False,False,True,False,10600.0,2018-05-01
1033,318,153721.0,100.0,2013-11-01,diesel,brown,estate,True,True,False,False,False,False,True,True,14800.0,2018-05-01
1034,316,199826.0,85.0,2013-03-01,diesel,brown,estate,False,False,False,False,False,False,True,False,6700.0,2018-08-01
1035,320,101223.0,120.0,2013-09-01,diesel,black,estate,True,False,False,False,True,False,True,False,12500.0,2018-05-01
1036,320,188531.0,120.0,2005-10-01,diesel,black,estate,False,True,True,False,False,False,True,False,4000.0,2018-05-01
1037,320,111959.0,135.0,2013-02-01,petrol,black,estate,False,True,False,False,True,False,True,False,8600.0,2018-05-01
1038,530,160151.0,190.0,2014-05-01,diesel,blue,estate,False,True,False,False,True,True,True,True,22500.0,2018-05-01
1039,318,88517.0,100.0,2013-05-01,diesel,black,estate,True,True,False,False,False,False,True,False,12500.0,2018-06-01
1040,520,159788.0,135.0,2013-12-01,diesel,white,estate,False,True,False,False,True,False,True,True,16400.0,2018-05-01
1041,320,169335.0,122.0,2013-04-01,diesel,black,estate,True,True,False,False,True,False,True,True,12500.0,2018-05-01
1042,525,189614.0,160.0,2014-01-01,diesel,black,estate,False,True,False,True,False,False,True,True,20100.0,2018-05-01
1043,520,172414.0,120.0,2013-02-01,diesel,grey,estate,True,True,False,False,False,False,True,True,15400.0,2018-05-01
1044,530,147699.0,190.0,2013-10-01,diesel,grey,estate,True,True,False,True,True,True,True,True,24900.0,2018-05-01
1045,525,245654.0,130.0,2006-08-01,diesel,green,estate,True,True,False,False,True,False,True,True,6800.0,2018-05-01
1046,320,119454.0,135.0,2014-05-01,diesel,grey,estate,False,False,False,False,False,False,False,True,14900.0,2018-05-01
1047,318,151787.0,105.0,2011-03-01,diesel,grey,estate,False,False,False,False,False,False,True,True,8300.0,2018-05-01
1048,520,66877.0,135.0,2014-03-01,diesel,white,estate,True,False,True,True,False,True,True,True,19800.0,2018-07-01
1049,520,144612.0,120.0,2013-01-01,diesel,grey,estate,True,True,True,False,True,False,True,True,15200.0,2018-05-01
1050,520,143447.0,135.0,2012-02-01,diesel,black,estate,True,True,False,False,True,True,True,True,17800.0,2018-05-01
1051,316,94753.0,85.0,2013-08-01,diesel,black,estate,False,True,False,False,False,False,True,False,11200.0,2018-08-01
1052,330,123173.0,190.0,2014-02-01,diesel,grey,estate,True,True,True,False,True,True,True,True,22500.0,2018-05-01
1053,520,222299.0,135.0,2012-08-01,diesel,black,estate,True,True,False,False,True,False,True,True,11400.0,2018-05-01
1054,318,162048.0,85.0,2003-06-01,diesel,black,estate,True,False,False,False,True,True,True,False,3200.0,2018-05-01
1055,320,157035.0,120.0,2015-03-01,diesel,brown,estate,True,True,False,False,False,False,True,True,13300.0,2018-05-01
1056,530,107751.0,190.0,2014-05-01,diesel,black,estate,True,True,True,True,True,False,True,True,28600.0,2018-05-01
1057,320,164110.0,120.0,2014-05-01,diesel,black,estate,True,True,False,False,True,False,True,True,12300.0,2018-05-01
1058,520,20353.0,140.0,2017-01-01,diesel,black,estate,True,True,False,False,True,False,True,True,16900.0,2018-05-01
1059,320,66929.0,120.0,2013-07-01,diesel,black,estate,True,True,False,False,True,False,True,False,13800.0,2018-05-01
1060,535,138988.0,230.0,2013-11-01,diesel,brown,estate,False,True,False,True,True,False,True,True,27700.0,2018-05-01
1061,530,203770.0,190.0,2013-07-01,diesel,grey,estate,True,True,True,True,True,False,True,True,17400.0,2018-05-01
1062,520,148128.0,135.0,2013-07-01,diesel,grey,estate,True,True,False,True,True,False,True,True,19500.0,2018-05-01
1063,320,182793.0,135.0,2011-05-01,diesel,black,estate,False,True,False,False,False,False,True,False,5700.0,2018-05-01
1064,318,125372.0,105.0,2014-03-01,diesel,blue,estate,False,True,False,False,False,False,True,True,13400.0,2018-05-01
